"ITTER107","Territorio","TIPO_DATO4","Tipo dato","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"089002","Avola","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.37,,
"006010","Avolasca","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.4,,
"006010","Avolasca","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.4,,
"006010","Avolasca","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"007007","Ayas","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",8.54,,
"007007","Ayas","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",7.05,,
"007007","Ayas","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",5.9,,
"007008","Aymavilles","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",6.09,,
"007008","Aymavilles","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",5.55,,
"007008","Aymavilles","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",4.57,,
"001014","Azeglio","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.35,,
"001014","Azeglio","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",3.34,,
"001014","Azeglio","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",3.34,,
"019004","Azzanello","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",5.17,,
"019004","Azzanello","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.35,,
"019004","Azzanello","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.35,,
"005006","Azzano d'Asti","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.35,,
"005006","Azzano d'Asti","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",3.24,,
"005006","Azzano d'Asti","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"093005","Azzano Decimo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",6.03,,
"093005","Azzano Decimo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",5.73,,
"093005","Azzano Decimo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",5.36,,
"017008","Azzano Mella","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",5.39,,
"017008","Azzano Mella","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.12,,
"017008","Azzano Mella","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.51,,
"016016","Azzano San Paolo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"016016","Azzano San Paolo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.09,,
"016016","Azzano San Paolo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.09,,
"012006","Azzate","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.88,,
"012006","Azzate","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.42,,
"012006","Azzate","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.39,,
"012007","Azzio","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.07,,
"012007","Azzio","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.07,,
"012007","Azzio","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.07,,
"016017","Azzone","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.61,,
"016017","Azzone","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.6,,
"016017","Azzone","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.52,,
"103006","Baceno","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.25,,
"103006","Baceno","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.25,,
"103006","Baceno","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.65,,
"063006","Bacoli","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.59,,
"063006","Bacoli","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.09,,
"063006","Bacoli","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.09,,
"008006","Badalucco","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.34,,
"008006","Badalucco","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.28,,
"008006","Badalucco","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.23,,
"090081","Badesi","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",6.59,,
"090081","Badesi","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",5.6,,
"090081","Badesi","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",5.41,,
"021006","Badia/Abtei","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"021006","Badia/Abtei","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"021006","Badia/Abtei","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"023005","Badia Calavena","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"023005","Badia Calavena","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"023005","Badia Calavena","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"018006","Badia Pavese","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",5.06,,
"018006","Badia Pavese","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"018006","Badia Pavese","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"029004","Badia Polesine","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",34.49,,
"029004","Badia Polesine","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.11,,
"029004","Badia Polesine","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"051003","Badia Tedalda","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"051003","Badia Tedalda","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.67,,
"051003","Badia Tedalda","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.66,,
"079008","Badolato","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.33,,
"079008","Badolato","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.29,,
"079008","Badolato","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.26,,
"080006","Bagaladi","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.05,,
"080006","Bagaladi","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.05,,
"080006","Bagaladi","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.05,,
"082006","Bagheria","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.54,,
"082006","Bagheria","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.43,,
"082006","Bagheria","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.38,,
"039002","Bagnacavallo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",51.9,,
"039002","Bagnacavallo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",79.58,,
"039002","Bagnacavallo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",18.77,,
"080007","Bagnara Calabra","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.36,,
"080007","Bagnara Calabra","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.34,,
"080007","Bagnara Calabra","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.34,,
"039003","Bagnara di Romagna","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",9.96,,
"039003","Bagnara di Romagna","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",9.96,,
"039003","Bagnara di Romagna","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.36,,
"018007","Bagnaria","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.02,,
"018007","Bagnaria","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.72,,
"018007","Bagnaria","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.54,,
"030008","Bagnaria Arsa","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.2,,
"030008","Bagnaria Arsa","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"030008","Bagnaria Arsa","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"004008","Bagnasco","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.76,,
"004008","Bagnasco","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.53,,
"004008","Bagnasco","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.69,,
"016018","Bagnatica","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"016018","Bagnatica","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.45,,
"016018","Bagnatica","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.45,,
"046002","Bagni di Lucca","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.11,,
"046002","Bagni di Lucca","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",3.01,,
"046002","Bagni di Lucca","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.15,,
"048001","Bagno a Ripoli","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",7.2,,
"048001","Bagno a Ripoli","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",3.54,,
"048001","Bagno a Ripoli","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.21,,
"040001","Bagno di Romagna","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"040001","Bagno di Romagna","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.25,,
"040001","Bagno di Romagna","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.62,,
"094003","Bagnoli del Trigno","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.79,,
"094003","Bagnoli del Trigno","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.62,,
"094003","Bagnoli del Trigno","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.47,,
"028008","Bagnoli di Sopra","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",34.98,,
"028008","Bagnoli di Sopra","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.91,,
"028008","Bagnoli di Sopra","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.72,,
"064009","Bagnoli Irpino","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"064009","Bagnoli Irpino","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"064009","Bagnoli Irpino","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"019005","Bagnolo Cremasco","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"019005","Bagnolo Cremasco","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"019005","Bagnolo Cremasco","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"075008","Bagnolo del Salento","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.27,,
"075008","Bagnolo del Salento","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.22,,
"075008","Bagnolo del Salento","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.16,,
"029005","Bagnolo di Po","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",21.36,,
"029005","Bagnolo di Po","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.07,,
"029005","Bagnolo di Po","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.02,,
"035002","Bagnolo in Piano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",6.47,,
"035002","Bagnolo in Piano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",26.94,,
"035002","Bagnolo in Piano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.85,,
"017009","Bagnolo Mella","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"017009","Bagnolo Mella","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.31,,
"017009","Bagnolo Mella","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.7,,
"004009","Bagnolo Piemonte","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.13,,
"004009","Bagnolo Piemonte","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.13,,
"004009","Bagnolo Piemonte","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"020003","Bagnolo San Vito","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",49.2,,
"020003","Bagnolo San Vito","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",13.5,,
"020003","Bagnolo San Vito","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",10.89,,
"045002","Bagnone","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.06,,
"045002","Bagnone","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.06,,
"045002","Bagnone","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.05,,
"056003","Bagnoregio","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"056003","Bagnoregio","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"056003","Bagnoregio","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"017010","Bagolino","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",6.38,,
"017010","Bagolino","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",4.11,,
"017010","Bagolino","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",3.03,,
"061006","Baia e Latina","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.41,,
"061006","Baia e Latina","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.41,,
"061006","Baia e Latina","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.24,,
"064010","Baiano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.9,,
"064010","Baiano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.44,,
"064010","Baiano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.24,,
"001015","Bairo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.65,,
"001015","Bairo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.39,,
"001015","Bairo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.35,,
"035003","Baiso","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.5,,
"035003","Baiso","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.97,,
"035003","Baiso","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.7,,
"008007","Bajardo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.05,,
"008007","Bajardo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.05,,
"008007","Bajardo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.05,,
"001016","Balangero","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.8,,
"001016","Balangero","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.77,,
"001016","Balangero","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.77,,
"005007","Baldichieri d'Asti","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.07,,
"005007","Baldichieri d'Asti","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.75,,
"005007","Baldichieri d'Asti","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.36,,
"001017","Baldissero Canavese","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.04,,
"001017","Baldissero Canavese","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.03,,
"001017","Baldissero Canavese","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.03,,
"004010","Baldissero d'Alba","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.22,,
"004010","Baldissero d'Alba","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.22,,
"004010","Baldissero d'Alba","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.05,,
"001018","Baldissero Torinese","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"001018","Baldissero Torinese","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"001018","Baldissero Torinese","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"082007","Balestrate","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.2,,
"082007","Balestrate","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.2,,
"082007","Balestrate","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.2,,
"009008","Balestrino","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.01,,
"009008","Balestrino","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.01,,
"009008","Balestrino","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"097004","Ballabio","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.08,,
"097004","Ballabio","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.23,,
"097004","Ballabio","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.1,,
"001019","Balme","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.49,,
"001019","Balme","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.49,,
"001019","Balme","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.24,,
"002008","Balmuccia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.45,,
"002008","Balmuccia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.42,,
"002008","Balmuccia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.37,,
"002009","Balocco","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",7.63,,
"002009","Balocco","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.35,,
"002009","Balocco","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.94,,
"066007","Balsorano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.08,,
"066007","Balsorano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.08,,
"066007","Balsorano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.05,,
"076008","Balvano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"076008","Balvano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"076008","Balvano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"006011","Balzola","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",11.46,,
"006011","Balzola","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.93,,
"006011","Balzola","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.53,,
"090007","Banari","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.57,,
"090007","Banari","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.31,,
"090007","Banari","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.3,,
"001020","Banchette","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.8,,
"001020","Banchette","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.78,,
"001020","Banchette","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.66,,
"103007","Bannio Anzino","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.69,,
"103007","Bannio Anzino","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.44,,
"103007","Bannio Anzino","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.34,,
"076009","Banzi","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"076009","Banzi","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"076009","Banzi","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"028009","Baone","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",6.09,,
"028009","Baone","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"028009","Baone","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"095010","Baradili","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"095010","Baradili","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"095010","Baradili","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"076010","Baragiano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"076010","Baragiano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"076010","Baragiano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"070002","Baranello","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.27,,
"070002","Baranello","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.24,,
"070002","Baranello","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.19,,
"063007","Barano d'Ischia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.79,,
"063007","Barano d'Ischia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.69,,
"063007","Barano d'Ischia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.69,,
"015250","Baranzate","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.67,,
"015250","Baranzate","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.37,,
"015250","Baranzate","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.16,,
"012008","Barasso","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.08,,
"012008","Barasso","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.02,,
"012008","Barasso","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"095011","Baratili San Pietro","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.57,,
"095011","Baratili San Pietro","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.57,,
"095011","Baratili San Pietro","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.51,,
"001021","Barbania","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.76,,
"001021","Barbania","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.76,,
"001021","Barbania","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.76,,
"042004","Barbara","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"042004","Barbara","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"042004","Barbara","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"056004","Barbarano Romano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"056004","Barbarano Romano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"056004","Barbarano Romano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"024011","Barbarano Vicentino","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"024011","Barbarano Vicentino","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"024011","Barbarano Vicentino","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"004011","Barbaresco","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.92,,
"004011","Barbaresco","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.85,,
"004011","Barbaresco","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.32,,
"017011","Barbariga","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"017011","Barbariga","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"017011","Barbariga","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"016019","Barbata","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"016019","Barbata","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"016019","Barbata","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"048002","Barberino di Mugello","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",10.78,,
"048002","Barberino di Mugello","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.33,,
"048002","Barberino di Mugello","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.52,,
"048003","Barberino Val d'Elsa","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.4,,
"048003","Barberino Val d'Elsa","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.87,,
"048003","Barberino Val d'Elsa","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.87,,
